# 由 qingjian-gloss-gen 生成（LLM）。词	[词性. ]译词|假名	[词性. ]译词|假名
㑇	n. 㑇
多于在庾之粟粒	phr. 庾に在る粟粒より多し|よにあるぞくりゅうよりおおし
多于市人之言语	phr. 市人の言語より多し|しじんのげんごよりおおし
多于机上之工女	phr. 机上の工女より多し|きじょうのこうじょよりおおし
多亏	v. おかげで|おかげで
多亏了	prep. のおかげで|のおかげで
多云	adj. 曇り|くもり
多些	phr. もっと|もっと
多人	n. 大勢|おおぜい
多人协作	phr. 多人数協働|たにんずうきょうどう
多人游戏	n. マルチプレイヤーゲーム|マルチプレイヤーゲーム
多以	adv. 多くは|おおくは
多件	m. 数点|すうてん
多价疫苗	n. 多価ワクチン|たかワクチン
多任务	n. マルチタスク|まるちたすく
多任务处理	n. マルチタスク処理|マルチタスクしょり
多任务管理	n. マルチタスク管理|まるちたすくかんり
多任务编程	n. マルチタスクプログラミング|マルチタスクプログラミング
多份	phr. 複数部|ふくすうぶ
多休息	v. ゆっくり休む|ゆっくりやすむ
多优先级	n. マルチプライオリティ|マルチプライオリティ
多会儿	adv. いつ|いつ
多伦	n. トロント|トロント
多伦多	n. トロント|トロント
多伦股份	n. 多倫股份|たろんこぶん
多伦路	n. 多倫路|たろんろ
多伦道	n. 多倫道|タールンどう
多伯曼平犬	n. ドーベルマン|どーべるまん
多伯曼犬	n. ドーベルマン|ドーベルマン
多位	phr. 多くの|おおくの
多余	adj. 余計だ|よけいだ
多余的	adj. 余計な|よけいな
多佛	n. ドーバー|どーばー
多作业	phr. 宿題が多い|しゅくだいがおおい
多佳	n. 多佳|たか
多例模式	n. マルチトンパターン|マルチトンパターン
多保重	phr. お大事に|おだいじに
多倍体	n. 倍数体|ばいすうたい
多值依赖	n. 多値従属性|たちじゅうぞくせい
多做	v. 多くする|おおくする
多做点	phr. もっとやる|もっとやる
多儿乡	n. 多児郷|たじきょう
多元	adj. 多元的|たげんてき
多元分析	n. 多変量解析|たへんりょうかいせき
多元化	adj. 多様化した|たようかした
多元文化公民权	n. 多文化シティズンシップ|たぶんかシティズンシップ
多元线性回归	n. 重回帰分析|じゅうかいきぶんせき
多元论	n. 多元論|たげんろん
多光谱图像	n. マルチスペクトル画像|マルチスペクトルがぞう
多克隆抗体	n. ポリクローナル抗体|ポリクローナルこうたい
多党制	n. 複数政党制|ふくすうせいとうせい
多公里	m. 何キロ|なんきろ
多出	v. 多く出る|おおくでる
多出来的	adj. 余分な|よぶんな
多分	adv. 多分|たぶん
多分类	n. 多クラス分類|たクラスぶんるい
多分辨率	n. マルチ解像度|マルチかいぞうど
多分辨率分析	n. 多重解像度解析|たじゅうかいぞうどかいせき
多列	v. 複数列挙する|ふくすうれっきょする
多列显示	n. 複数列表示|ふくすうれつひょうじ
多到	v. 多くて|おおくて
多刺斧螳	n. 多棘斧蟷螂|たきょくおのとうろう
多刺施韦茨丽鱼	n. 多棘シュウェッツシクリッド|たきょくしゅうぇっつしくりっど
多刺直眉鲆	n. 多棘ヒラメ|たきょくひらめ
多刺粗毛贝绵蟹	n. 多棘粗毛貝綿蟹|たきょくそもうかいわたがに
多刺蔷蝗	n. 多棘薔薇蝗|たきょくばらばった
多功乡	n. 多功郷|たこうきょう
多功能	adj. 多機能|たきのう
多功能酶	n. 多機能酵素|たきのうこうそ
多加	v. 多く加える|おおくくわえる
多动	v. 多動|たどう
多动宁胶囊	n. 多動寧カプセル|たどうねいカプセル
多动症	n. 多動症|たどうしょう
多劳多得	phr. 多労多得|たろうたとく
多半	adv. 多分|たぶん	adv. 大部分|だいぶぶん
多半是	phr. 多分〜だ|たぶん〜だ
多协议	n. マルチプロトコル|マルチプロトコル
多却乡	n. 多却郷|たきゃくきょう
多卵核融合	n. 多精受精|たせいじゅせい
多去	v. もっと行く|もっといく
多参数	adj. 多パラメータ|たパラメータ
多叉树	n. 多分木|たぶんぎ
多发	v. 多く送る|おおくおくる
多发伤	n. 多発外傷|たはつがいしょう
多发性	adj. 多発性|たはつせい
多发性大动脉炎	n. 高安動脈炎|たかやすどうみゃくえん
多发性硬化	n. 多発性硬化症|たはつせいこうかしょう
多发性神经纤维瘤	n. 神経線維腫症|しんけいせんいしゅしょう
多发性肌炎	n. 多発性筋炎|たはつせいきんえん
多发性肾结石	n. 多発性腎結石|たはつせいじんけっせき
多发性脂肪瘤	n. 多発性脂肪腫|たはつせいしぼうしゅ
多发性脑梗塞	n. 多発性脳梗塞|たはつせいのうこうそく
多发性骨折	n. 多発骨折|たはつこっせつ
多发性骨髓瘤	n. 多発性骨髄腫|たはつせいこつずいしゅ
多发病	n. 多発病|たはつびょう
多取之而不为虐	phr. 多く取るも虐ならず|おおくとるもしいたげならず
多变	adj. 多様|たよう
多变花楸	n. 変わりナナカマド|かわりナナカマド
多变鲍	n. 変異鮑|へんいあわび
多可爱	phr. とても可愛い|とてもかわいい
多叶瞬目虫	n. 多葉瞬目虫|たようしゅんもくちゅう
多吃	v. たくさん食べる|たくさんたべる
多吃多占	phr. 取りすぎる|とりすぎる
多吃水果	phr. 果物をたくさん食べる|くだものをたくさんたべる
多吃点	phr. たくさん食べて|たくさんたべて
多吃点儿	phr. もっと食べて|もっとたべて
多名	m. 数名|すうめい
多向	adj. 多方向の|たほうこうの
多吗	phr. 多い？
多吧	phr. 多いでしょ|おおいでしょ
多听	v. よく聞く|よくきく
多味果	n. ミックスフルーツ|ミックスフルーツ
多味煎饼	n. 多味煎餅|たみせんべい
多味蕾角石	n. 多味蕾角石|たみらいかくせき
多味黄瓜	n. 多味きゅうり|たみきゅうり
多哇乡	n. 多哇郷|たわきょう
多哈	n. ドーハ|ドーハ
多哥星团巴布	n. トーゴスターバーストバブーン|とーごすたーばーすとばぶーん
多唇虫属	n. ポリキルス属|ぽりきるすぞく
多啊	adj. 多い|おおい
多啦	int. ドラ|ドラ
多喝	v. たくさん飲む|たくさんのむ
多喝水	phr. 水をたくさん飲む|みずをたくさんのむ
多喝点	phr. もっと飲んで|もっとのんで
多喝热水	phr. お湯をたくさん飲んで|おゆをたくさんのんで
多嘴	v. 余計なことを言う|よけいなことをいう
多嘴多舌	adj. おしゃべり|おしゃべり
多器官功能衰竭	n. 多臓器不全|たぞうきふぜん
多囊卵巢综合征	n. 多嚢胞性卵巣症候群|たのうほうせいらんそうしょうこうぐん
多囊肝	n. 多発性肝嚢胞|たはつせいかんのうほう
多囊肾	n. 多発性嚢胞腎|たはつせいのうほうじん
多国	n. 多国|たこく
多国语言	n. 多言語|たげんご
多国语言版	n. 多言語版|たげんごばん
多图上传	n. 複数画像アップロード|ふくすうがぞうアップロード
多图片上传	n. 複数画像アップロード|ふくすうがぞうアップロード
多在	phr. 多くは〜にいる|おおくは〜にいる
多地	n. 多くの場所|おおくのばしょ
多场	m. 何試合|なんしあい
多址	n. 多元接続|たげんせつぞく
多址访问	n. 多元接続|たげんせつぞく
多型圆囊溞	n. 多型円囊溞|たけいえんのうそう
多域名	n. マルチドメイン|マルチドメイン
多基因病	n. 多遺伝子病|たいでんしびょう
多塞平	n. ドキセピン|どきせぴん
多处	phr. 複数の場所|ふくすうのばしょ
多处理器	n. マルチプロセッサ|マルチプロセッサ
多处理器调度	n. マルチプロセッサスケジューリング|マルチプロセッサスケジューリング
多处理机	n. マルチプロセッサ|まるちぷろせっさ
多处理机系统	n. マルチプロセッサシステム|マルチプロセッサシステム
多处理环境	n. マルチプロセッシング環境|マルチプロセッシングかんきょう
多多	adv. たくさん|たくさん
多多少少	adv. 多少なりとも|たしょうなりとも
多多益善	phr. 多ければ多いほど良い|おおければおおいほどよい
多大	adj. どれほど|どれほど
多大了	phr. いくつですか|いくつですか
多大啊	phr. どれだけ大きい|どれだけおおきい
多天	n. 何日も|なんにちも
多头	n. 強気|つよき
多奈哌齐	n. ドネペジル|ドネペジル
多好	phr. なんて良い|なんてよい
多好啊	phr. いいなあ|いいなあ
多好看	adj. とても綺麗|とてもきれい
多如牛毛	phr. 牛毛の如く多い|ぎゅうもうのごとくおおい
多姆山省	n. ピュイ＝ド＝ドーム県|ぴゅいどどーむけん
多姿	adj. 多様な|たような
多姿多彩	adj. 多彩な|たさいな
多媒体	n. マルチメディア|まるちめでぃあ
多媒体业务	n. マルチメディアサービス|まるちめでぃあさーびす
多媒体会议	n. マルチメディア会議|まるちめでぃあかいぎ
多媒体处理	n. マルチメディア処理|まるちめでぃあしょり
多媒体开发	n. マルチメディア開発|まるちめでぃあかいはつ
多媒体扩展	n. マルチメディア拡張|まるちめでぃあかくちょう
多媒体播放器	n. マルチメディアプレーヤー|マルチメディアプレーヤー
多媒体数据库	n. マルチメディアデータベース|まるちめでぃあでーたべーす
多媒体系统	n. マルチメディアシステム|マルチメディアシステム
多媒体编程	n. マルチメディアプログラミング|マルチメディアプログラミング
多媒体计算机	n. マルチメディアコンピュータ|まるちめでぃあこんぴゅーた
多媒体通信	n. マルチメディア通信|マルチメディアつうしん
多媒体通讯	n. マルチメディア通信|マルチメディアつうしん
多孔植物门	n. 多孔動物門|たこうどうぶつもん
多字节	adj. マルチバイト|マルチバイト
多宁顿公园赛道	n. ドニントンパーク・サーキット|ドニントンパーク・サーキット
多宝	n. 多宝|たほう
多宝塔	n. 多宝塔|たほうとう
多宝寺	n. 多宝寺|たほうじ
多宝路	n. 多宝路|たほうろ
多宝路口	n. 多宝路交差点|たほうろこうさてん
多宝鱼	n. ターボット|ターボット
多实例	n. 複数インスタンス|ふくすうインスタンス
多客服	n. マルチカスタマーサービス|マルチカスタマーサービス
多室草苔虫	n. 多室コケムシ|たしつコケムシ
多家	phr. 多くの|おおくの
多寐	n. 過眠症|かみんしょう
多寡	n. 多寡|たか
多对一	adj. 多対一|たたいいち
多对一联系	n. 多対一関係|たたいいちかんけい
多对多	adj. 多対多|たいたた
多对多联系	n. 多対多関係|たたいたかんけい
多对象	n. マルチオブジェクト|マルチオブジェクト
多小时	n. 何時間も|なんじかんも
多小枝指环虫	n. 多小枝指環虫|たしょうししがんちゅう
多少	pron. いくら|いくら
多少东西	phr. いくつものもの|いくつものもの
多少个	phr. いくつ|いくつ
多少了	phr. いくつになった|いくつになった
多少亲朋尽白头	phr. 多少の親朋皆白頭|たしょうのしんぼうみなはくとう
多少人	phr. 何人|なんにん
多少凄风苦雨	phr. どれほどの凄風苦雨|どれほどのせいふうくう
多少分	phr. 何点|なんてん
多少号	phr. 何番|なんばん
多少呀	pron. いくら|いくら
多少啊	phr. いくら|いくら
多少天	phr. 何日|なんにち
多少岁	phr. 何歳|なんさい
多少年	phr. 何年|なんねん
多少年了	phr. 何年も|なんねんも
多少度	phr. 何度|なんど
多少时间	phr. どのくらい時間|どのくらいじかん
多少春花秋月	phr. 多少の春花秋月|たしょうのしゅんかしゅうげつ
多少楼台烟雨中	phr. 多少の楼台煙雨の中|たしょうのろうだいえんうのなか
多少次	phr. 何回|なんかい
多少次了	phr. 何回も|なんかいも
多少米	phr. 何メートル|なんメートル
多少遍	phr. 何回|なんかい
多少钱	phr. いくら|いくら
多少钱啊	phr. いくらですか|いくらですか
多少长安名利客	phr. 多少の長安名利客|たしょうのちょうあんめいりかく
多尔衮	n. ドルゴン|ドルゴン
多尺度分析	n. マルチスケール解析|まるちすけーるかいせき
多尿	n. 多尿|たにょう
多层	adj. 多層|たそう
多层印制板	n. 多層プリント基板|たそうプリントきばん
多层感知机	n. 多層パーセプトロン|たそうパーセプトロン
多屏幕适配	n. マルチスクリーン適応|マルチスクリーンてきおう
多屏适配	n. マルチスクリーン対応|マルチスクリーンたいおう
多岁	phr. 〜歳余り|〜さいあまり
多巴丝肼	n. レボドパ・ベンセラジド|れぼどぱべんせらじど
多巴丝肼片	n. レボドパ・ベンセラジド錠|れぼどぱべんせらじどじょう
多巴胺	n. ドーパミン|ドーパミン
多巴胺受体	n. ドーパミン受容体|ドーパミンじゅようたい
多布局	n. マルチレイアウト|マルチレイアウト
多布扎乡	n. ドブザ郷|どぶざきょう
多帅	phr. なんてかっこいい|なんてかっこいい
多带	v. 多く持参する|おおくじさんする
多带副锯刺盖鱼	n. 多帯副鋸刺蓋魚|たたいふくきょしがいぎょ
多带矛吻海龙	n. 多帯矛吻海竜|たたいぼうふんかいりゅう
多带金钱鱼	n. 多帯金銭魚|たたいきんせんぎょ
多幕剧	n. 多幕劇|たまくげき
多年	n. 多年|たねん
多年以后	phr. 数年後|すうねんご
多年前	phr. 何年も前|なんねんもまえ
多年后	phr. 数年後|すうねんご
多年来	adv. 長年にわたって|ながねんにわたって
多年生	adj. 多年生|たねんせい
多座	adj. 多座の|たざの
多廿烷醇	n. ポリコサノール|ポリコサノール
多开心	phr. なんて楽しい|なんてたのしい
多式联运经营人	n. 複合一貫輸送運営者|ふくごういっかんゆそううんえいしゃ
多张	m. 数枚|すうまい
多形性日光疹	n. 多形日光疹|たけいにっこうしん
多形性红斑	n. 多形紅斑|たけいこうはん
多形红斑	n. 多形紅斑|たけいこうはん
多彩	adj. 多彩な|たさいな
多彩乡	n. 多彩郷|たさいきょう
多彩冰皮月饼	n. カラフル冰皮月餅|カラフルひょうひげっぺい
